3248,Accessory25,Michelle Tran,52291,-72.40,20.99,0.99,Quebec,Telephones and Communication,0.57
3249,US Robotics 56K V.92 External Faxmodem,Carol Adams,54370,1041.28,99.99,19.99,Quebec,Computer Peripherals,0.52
3250,Zebra Zazzle Fluorescent Highlighters,Ralph Arnett,54528,19.71,6.08,0.91,Quebec,Pens & Art Supplies,0.51
3251,Xerox 1977,Carol Adams,54659,-41.98,6.68,5.2,Quebec,Paper,0.37
3252,GBC Wire Binding Strips,Bart Pistole,54981,174.72,31.74,12.62,Quebec,Binders and Binder Accessories,0.37
3253,Regeneration Desk Collection,Chad McGuire,55361,-64.37,1.76,4.86,Quebec,Office Furnishings,0.41
3254,Staples File Caddy,Chad McGuire,55361,-116.66,9.38,7.28,Quebec,Storage & Organization,0.57
3255,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Tom Stivers,55908,807.38,42.8,2.99,Quebec,Binders and Binder Accessories,0.36
3256,"DAX Value U-Channel Document Frames, Easel Back",Gary McGarr,56257,-135.06,4.97,5.71,Quebec,Office Furnishings,0.54
3257,Ibico Presentation Index for Binding Systems,Vivek Gonzalez,57029,-56.17,3.98,5.26,Quebec,Binders and Binder Accessories,0.38
3258,Xerox 1927,Vivek Gonzalez,57029,-19.06,4.28,6.72,Quebec,Paper,0.4
3259,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Darren Budd,58145,46.21,5.84,1.2,Quebec,Office Furnishings,0.74
3260,Wilson Jones DublLock� D-Ring Binders,Michelle Huthwaite,58151,18.15,6.75,2.99,Quebec,Binders and Binder Accessories,0.35
3261,Letter Size Cart,Michelle Huthwaite,58151,1515.70,142.86,19.99,Quebec,Storage & Organization,0.56
3262,Xerox 217,Tom Stivers,58659,-13.13,6.48,8.19,Quebec,Paper,0.37
3263,DAX Natural Wood-Tone Poster Frame,Vivian Mathis,58727,180.64,26.48,6.93,Quebec,Office Furnishings,0.49
3264,Wilson Jones� Four-Pocket Poly Binders,Liz Willingham,258,-55.11,6.54,5.27,Quebec,Binders and Binder Accessories,0.36
3265,Avery Hanging File Binders,Stefania Perrino,964,95.16,5.98,1.49,Quebec,Binders and Binder Accessories,0.39
3266,Avery 493,Thea Hendricks,1154,53.13,4.91,0.5,Quebec,Labels,0.36
3267,Peel & Stick Add-On Corner Pockets,Grant Thornton,1537,-20.30,2.16,6.05,Quebec,Binders and Binder Accessories,0.37
3268,Global Adaptabilities� Conference Tables,Carlos Meador,4580,-2301.53,280.98,81.98,Quebec,Tables,0.78
3269,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Carlos Meador,4647,-67.59,13.9,7.59,Quebec,"Scissors, Rulers and Trimmers",0.56
3270,Multimedia Mailers,Doug Jacobs,8097,3187.37,162.93,19.99,Quebec,Envelopes,0.39
3271,Acco Keyboard-In-A-Box�,Becky Martin,8422,-22.82,29.1,4,Quebec,Computer Peripherals,0.78
3272,"Trav-L-File Heavy-Duty Shuttle II, Black",Speros Goranitis,8677,-8.67,43.57,16.36,Quebec,Storage & Organization,0.55
3273,"Wirebound Message Book, 4 per Page",Katherine Murray,9024,-4.55,5.43,0.95,Quebec,Paper,0.36
3274,Avery Poly Binder Pockets,Michael Paige,10114,-142.91,3.58,5.47,Quebec,Binders and Binder Accessories,0.37
3275,Deluxe Rollaway Locking File with Drawer,Robert Barroso,11236,-195.70,415.88,11.37,Quebec,Storage & Organization,0.57
3276,"Post-it� �Important Message� Note Pad, Neon Colors, 50 Sheets/Pad",Dean Percer,11687,58.32,7.28,1.77,Quebec,Paper,0.37
3277,White GlueTop Scratch Pads,Ann Blume,12643,143.23,15.04,1.97,Quebec,Paper,0.39
3278,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Damala Kotsonis,13089,-1620.41,114.98,58.72,Quebec,Bookcases,0.76
3279,Acme Kleencut� Forged Steel Scissors,Paul Knutson,13378,-50.75,5.74,5.3,Quebec,"Scissors, Rulers and Trimmers",0.55
3280,Avery 498,George Zrebassa,13824,19.12,2.89,0.5,Quebec,Labels,0.38
3281,Unpadded Memo Slips,Noel Staavos,18562,-26.73,3.98,2.97,Quebec,Paper,0.35
3282,"Sauder Forest Hills Library, Woodland Oak Finish",Aaron Hawkins,20737,-317.48,140.98,36.09,Quebec,Bookcases,0.77
3283,600 Series Non-Flip,Ellis Ballard,20900,483.60,45.99,4.99,Quebec,Telephones and Communication,0.57
3284,Ibico Presentation Index for Binding Systems,Tom Prescott,26658,-57.89,3.98,5.26,Quebec,Binders and Binder Accessories,0.38
3285,"Metal Folding Chairs, Beige, 4/Carton",Speros Goranitis,27271,-77.31,33.94,19.19,Quebec,Chairs & Chairmats,0.58
3286,Electrix Halogen Magnifier Lamp,Dianna Arnett,28001,1162.76,194.3,11.54,Quebec,Office Furnishings,0.59
3287,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chuck Sachs,28161,664.88,350.98,30,Quebec,Chairs & Chairmats,0.61
3288,"Hunt BOSTON� Vista� Battery-Operated Pencil Sharpener, Black",Bill Shonely,29280,-64.51,11.66,7.95,Quebec,Pens & Art Supplies,0.58
3289,Eldon� Gobal File Keepers,Eric Barreto,29350,-47.88,15.14,4.53,Quebec,Storage & Organization,0.81
3290,Xerox 1963,Dave Poirier,29666,-152.59,5.28,8.16,Quebec,Paper,0.4
3291,Avery 481,Eric Barreto,29700,5.02,3.08,0.99,Quebec,Labels,0.37
3292,Hon 2111 Invitation� Series Corner Table,David Flashing,30754,-505.98,209.37,69,Quebec,Tables,0.79
3293,Micro Innovations Media Access Pro Keyboard,Elizabeth Moffitt,31650,-0.31,77.51,4,Quebec,Computer Peripherals,0.76
3294,2160,Ben Peterman,32292,1601.64,115.99,5.99,Quebec,Telephones and Communication,0.57
3295,Micro Innovations 104 Keyboard,Brad Thomas,35201,-75.81,10.97,6.5,Quebec,Computer Peripherals,0.64
3296,GBC Instant Index� System for Binding Systems,Yana Sorensen,35360,-16.39,8.88,6.28,Quebec,Binders and Binder Accessories,0.35
3297,Nu-Dell Executive Frame,Janet Martin,35492,83.51,12.64,4.98,Quebec,Office Furnishings,0.48
3298,Array� Memo Cubes,Tom Prescott,37473,2.12,5.18,2.04,Quebec,Paper,0.36
3299,Computer Printout Index Tabs,Debra Catini,39079,-225.25,1.68,5.28,Quebec,Binders and Binder Accessories,0.37
3300,Avery 494,Dan Campbell,39266,9.94,2.61,0.5,Quebec,Labels,0.39
3301,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,Sylvia Foulston,40356,-245.67,4.06,6.89,Quebec,Appliances,0.6
3302,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Alex Grayson,42599,2023.75,300.98,54.92,Quebec,Bookcases,0.55
3303,Xerox 213,Barry Franz,45670,-13.32,6.48,7.86,Quebec,Paper,0.37
3304,Durable Pressboard Binders,Chuck Sachs,46531,7.98,3.8,1.49,Quebec,Binders and Binder Accessories,0.38
3305,Ibico Hi-Tech Manual Binding System,Sylvia Foulston,47617,1680.92,304.99,19.99,Quebec,Binders and Binder Accessories,0.4
3306,Xerox 1953,Anthony Garverick,47842,-150.93,4.28,5.74,Quebec,Paper,0.4
3307,Newell 337,Astrea Jones,48548,-10.27,3.28,3.97,Quebec,Pens & Art Supplies,0.56
3308,Xerox 212,Cathy Hwang,49056,-209.58,6.48,8.4,Quebec,Paper,0.37
3309,Talkabout T8367,Deborah Brumfield,50759,366.18,65.99,8.99,Quebec,Telephones and Communication,0.56
3310,Barrel Sharpener,Frank Atkinson,51556,-24.21,3.57,4.17,Quebec,Pens & Art Supplies,0.59
3311,"Tenex Personal Project File with Scoop Front Design, Black",Ben Peterman,51620,-2.55,13.48,4.51,Quebec,Storage & Organization,0.59
3312,Fellowes Staxonsteel� Drawer Files,Julie Kriz,52837,519.55,193.17,19.99,Quebec,Storage & Organization,0.71
3313,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Erica Hernandez,54592,-15.29,70.98,26.85,Quebec,Bookcases,
3314,Safco Industrial Wire Shelving,Bobby Elias,55202,-850.71,95.99,35,Quebec,Storage & Organization,
3315,Hon 2111 Invitation� Series Corner Table,Joni Wasserman,55239,-505.98,209.37,69,Quebec,Tables,0.79
3316,Okidata ML184 Turbo Dot Matrix Printers,Jennifer Patt,57894,2852.94,306.14,26.53,Quebec,Office Machines,0.56
3317,Hon Every-Day� Chair Series Swivel Task Chairs,Dianna Wilson,58599,45.54,120.98,30,Quebec,Chairs & Chairmats,0.64
3318,Bell Sonecor JB700 Caller ID,Emily Phan,132,-86.20,7.99,5.03,Quebec,Telephones and Communication,0.6
3319,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Karl Brown,1191,-243.60,100.8,60,Quebec,Tables,0.59
3320,Advantus Rolling Storage Box,Noel Staavos,1444,24.33,17.15,4.96,Quebec,Storage & Organization,0.58
3321,Xerox 1978,Katherine Murray,1985,-7.96,5.78,5.67,Quebec,Paper,0.36
3322,"Tenex Personal Project File with Scoop Front Design, Black",Paul Knutson,1988,-16.99,13.48,4.51,Quebec,Storage & Organization,0.59
3323,Iceberg Mobile Mega Data/Printer Cart �,Maribeth Dona,2305,141.31,120.33,19.99,Quebec,Storage & Organization,0.59
3324,Avery Durable Binders,Alex Grayson,3397,-3.38,2.88,1.49,Quebec,Binders and Binder Accessories,0.36
3325,Durable Pressboard Binders,Evan Henry,3680,18.28,3.8,1.49,Quebec,Binders and Binder Accessories,0.38
3326,Xerox 1885,Paul Knutson,3877,254.31,48.04,7.23,Quebec,Paper,0.37
3327,Home/Office Personal File Carts,Bill Tyler,4033,140.33,34.76,5.49,Quebec,Storage & Organization,0.6
3328,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Denise Leinenbach,4103,-28.43,11.66,8.99,Quebec,Pens & Art Supplies,0.59
3329,"Master Giant Foot� Doorstop, Safety Yellow",Michael Paige,4455,14.15,7.59,4,Quebec,Office Furnishings,0.42
3330,Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,Michael Stewart,4896,-64.87,5.8,5.59,Quebec,Binders and Binder Accessories,0.4
3331,Xerox 1984,Corinna Mitchell,4960,-16.38,6.48,8.74,Quebec,Paper,0.36
3332,"Fellowes Strictly Business� Drawer File, Letter/Legal Size",Evan Henry,5189,65.58,140.85,19.99,Quebec,Storage & Organization,0.73
3333,Xerox 1880,Michael Kennedy,6086,57.89,35.44,19.99,Quebec,Paper,0.38
3334,Holmes HEPA Air Purifier,Alan Shonely,6912,15.34,21.78,5.94,Quebec,Appliances,0.5
3335,Accessory24,Dianna Arnett,6950,-225.30,55.99,3.3,Quebec,Telephones and Communication,0.59
3336,"Decoflex Hanging Personal Folder File, Blue",Shirley Jackson,7075,-83.30,15.42,10.68,Quebec,Storage & Organization,0.58
3337,"Super Bands, 12/Pack",Shirley Jackson,7075,-93.18,1.86,2.58,Quebec,Rubber Bands,0.82
3338,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Debra Catini,7297,-71.83,45.19,1.99,Quebec,Computer Peripherals,0.55
3339,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Carlos Meador,7938,-86.73,5.98,7.15,Quebec,Paper,0.36
3340,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Debra Catini,8065,379.28,60.65,12.23,Quebec,Office Furnishings,0.64
3341,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Ellis Ballard,8292,130.04,15.74,1.39,Quebec,Envelopes,0.4
3342,"Acco Six-Outlet Power Strip, 4' Cord Length",Fred McMath,8513,-9.29,8.62,4.5,Quebec,Appliances,0.59
3343,Microsoft Office Keyboard,Katherine Murray,9024,-9.30,40.98,6.5,Quebec,Computer Peripherals,0.64
3344,Staples� General Use 3-Ring Binders,Andy Reiter,9635,-2.91,1.88,1.49,Quebec,Binders and Binder Accessories,0.37
3345,"Quartet Omega� Colored Chalk, 12/Pack",Karl Brown,10436,49.81,5.84,1,Quebec,Pens & Art Supplies,0.38
3346,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Dianna Wilson,10752,-36.89,15.99,13.18,Quebec,Binders and Binder Accessories,0.37
3347,Self-Adhesive Address Labels for Typewriters by Universal,Fred McMath,11011,118.79,7.31,0.49,Quebec,Labels,0.38
3348,Cardinal Holdit Business Card Pockets,Robert Barroso,11236,-94.05,4.98,4.95,Quebec,Binders and Binder Accessories,0.37
3349,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Valerie Mitchum,11650,-45.89,8.32,2.38,Quebec,Computer Peripherals,0.74
3350,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",Alex Grayson,11779,86.60,6.88,2,Quebec,Paper,0.39
3351,Micro Innovations 104 Keyboard,Alex Grayson,11779,-172.34,10.97,6.5,Quebec,Computer Peripherals,0.64
3352,i600,Michael Stewart,12515,133.45,125.99,5.99,Quebec,Telephones and Communication,0.56
3353,Newell 342,Dave Poirier,12580,-115.53,3.28,3.97,Quebec,Pens & Art Supplies,0.56
3354,Newell 310,Muhammed Lee,12868,-2.44,1.76,0.7,Quebec,Pens & Art Supplies,0.56
3355,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Doug Jacobs,12931,52.89,59.76,9.71,Quebec,Storage & Organization,0.57
3356,Strathmore Photo Mount Cards,Fred McMath,13027,-93.50,6.78,6.18,Quebec,Paper,0.39
3357,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Noel Staavos,13476,-147.86,4.91,5.68,Quebec,Binders and Binder Accessories,0.36
3358,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Pierre Wener,13572,-43.71,5.02,5.14,Quebec,Computer Peripherals,0.79
3359,Spiral Phone Message Books with Labels by Adams,Tom Prescott,13731,6.79,4.48,1.22,Quebec,Paper,0.36
3360,Eureka The Boss� Cordless Rechargeable Stick Vac,Paul Lucas,14112,-25.76,50.98,13.66,Quebec,Appliances,0.58
3361,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Dave Poirier,14114,538.52,170.98,35.89,Quebec,Bookcases,0.66
3362,DAX Cubicle Frames - 8x10,Dave Poirier,14114,-136.70,5.77,5.92,Quebec,Office Furnishings,0.55
3363,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Erica Hernandez,15009,-7.80,28.15,8.99,Quebec,Pens & Art Supplies,0.57
3364,Global Commerce� Series High-Back Swivel/Tilt Chairs,Benjamin Venier,15399,-51.28,284.98,69.55,Quebec,Chairs & Chairmats,0.6
3365,Fellowes Black Plastic Comb Bindings,Harold Dahlen,16036,-165.11,5.81,8.49,Quebec,Binders and Binder Accessories,0.39
3366,I888 World Phone,Harold Dahlen,16036,-268.87,155.99,8.08,Quebec,Telephones and Communication,0.6
3367,Portfile� Personal File Boxes,Harold Dahlen,16036,-141.60,17.7,9.47,Quebec,Storage & Organization,0.59
3368,Hon 4070 Series Pagoda� Round Back Stacking Chairs,Eric Barreto,17216,-99.16,320.98,58.95,Quebec,Chairs & Chairmats,0.57
3369,Acco Smartsocket� Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Michael Kennedy,17698,528.77,44.01,3.5,Quebec,Appliances,0.59
3370,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Troy Staebel,17953,-499.51,68.81,60,Quebec,Appliances,0.41
3371,Newell 312,Troy Staebel,17953,18.76,5.84,1.2,Quebec,Pens & Art Supplies,0.55
3372,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Doug Jacobs,17959,146.80,40.99,19.99,Quebec,Paper,0.36
3373,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Doug Jacobs,17959,847.06,136.98,24.49,Quebec,Office Furnishings,0.59
3374,Hon 94000 Series Round Tables,Benjamin Venier,18017,-715.78,296.18,54.12,Quebec,Tables,0.76
3375,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Tracy Poddar,18373,2164.64,207.48,0.99,Quebec,Appliances,0.55
3376,Acco� Hot Clips� Clips to Go,Ellis Ballard,19558,-3.93,3.29,1.35,Quebec,Rubber Bands,0.4
3377,2160i,Paul Knutson,20518,2418.56,200.99,4.2,Quebec,Telephones and Communication,0.59
3378,Panasonic KX-P3200 Dot Matrix Printer,Paul Knutson,20518,-313.13,297.48,18.06,Quebec,Office Machines,0.6
3379,Riverside Furniture Stanwyck Manor Table Series,Aaron Hawkins,20737,-693.23,286.85,61.76,Quebec,Tables,0.78
3380,"Bush Westfield Collection Bookcases, Fully Assembled",Elizabeth Moffitt,20903,-152.76,100.98,35.84,Quebec,Bookcases,0.62
3381,"IBM 80 Minute CD-R Spindle, 50/Pack",Bobby Trafton,21344,134.25,20.89,1.99,Quebec,Computer Peripherals,0.48
3382,Avery 498,Bobby Trafton,21344,42.68,2.89,0.5,Quebec,Labels,0.38
3383,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Troy Staebel,21606,138.33,17.48,1.99,Quebec,Computer Peripherals,0.46
3384,"Quartet Omega� Colored Chalk, 12/Pack",Speros Goranitis,22183,68.96,5.84,1,Quebec,Pens & Art Supplies,0.38
3385,"IBM Numeric Access II Keypad, 17-Key, Black",Bill Tyler,22338,-213.18,35.77,9.02,Quebec,Computer Peripherals,0.75
3386,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Pierre Wener,23268,-6.81,3.6,2.2,Quebec,Paper,0.39
3387,5180,Alan Shonely,23522,17.25,65.99,8.99,Quebec,Telephones and Communication,0.56
3388,Gyration RF Keyboard,Alan Shonely,23522,666.01,159.99,5.5,Quebec,Computer Peripherals,0.49
3389,Xerox 227,Alan Shonely,23522,-180.17,6.48,8.73,Quebec,Paper,0.37
3390,Xerox 226,Tracy Poddar,23968,-41.99,6.48,5.84,Quebec,Paper,0.37
3391,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Tony Molinari,24644,882.45,60.97,4.5,Quebec,Appliances,0.56
3392,Rediform S.O.S. Phone Message Books,Bill Shonely,25472,80.35,4.98,0.8,Quebec,Paper,0.36
3393,Acco Perma� 2700 Stacking Storage Drawers,Rick Duston,25927,-21.06,29.74,6.64,Quebec,Storage & Organization,0.7
3394,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Janet Martin,25955,-39.92,16.06,8.34,Quebec,Storage & Organization,0.59
3395,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Janet Martin,26276,9224.10,999.99,13.99,Quebec,Office Machines,0.36
3396,Hon 2111 Invitation� Series Corner Table,Brendan Murry,26306,-505.98,209.37,69,Quebec,Tables,0.79
3397,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Bobby Elias,26724,-2531.48,999.99,13.99,Quebec,Office Machines,0.36
3398,Hon Every-Day� Chair Series Swivel Task Chairs,Christy Brittain,26784,-64.14,120.98,30,Quebec,Chairs & Chairmats,0.64
3399,Sharp EL500L Fraction Calculator,Christy Brittain,26784,-37.94,13.99,7.51,Quebec,Office Machines,0.39
3400,i470,Noel Staavos,26912,439.78,205.99,5.26,Quebec,Telephones and Communication,0.56
3401,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Aaron Hawkins,26949,-103.48,9.48,7.29,Quebec,Office Furnishings,0.45
3402,SANFORD Major Accent� Highlighters,Anthony Garverick,27430,0.35,7.08,2.35,Quebec,Pens & Art Supplies,0.47
3403,"Hon Metal Bookcases, Putty",Chuck Sachs,28161,-222.77,70.98,46.74,Quebec,Bookcases,0.56
3404,Belkin MediaBoard 104- Keyboard,Chuck Sachs,28161,-33.32,27.48,4,Quebec,Computer Peripherals,0.75
3405,"Hot File� 7-Pocket, Floor Stand",Craig Yedwab,28992,1662.92,178.47,19.99,Quebec,Storage & Organization,0.55
3406,Xerox 1981,Bobby Trafton,29349,-101.68,5.28,5.57,Quebec,Paper,0.4
3407,Ibico Laser Imprintable Binding System Covers,Eric Barreto,29350,592.53,52.4,16.11,Quebec,Binders and Binder Accessories,0.39
3408,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Eric Barreto,29350,232.80,36.55,13.89,Quebec,Pens & Art Supplies,0.41
3409,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Katrina Willman,29473,-774.89,320.64,29.2,Quebec,Tables,0.66
3410,Canon PC940 Copier,Giulietta Dortch,30023,6463.34,449.99,49,Quebec,Copiers and Fax,0.38
3411,Park Ridge� Embossed Executive Business Envelopes,Aaron Hawkins,30150,193.12,15.57,1.39,Quebec,Envelopes,0.38
3412,GBC Standard Therm-A-Bind Covers,Karl Brown,30151,33.37,24.92,12.98,Quebec,Binders and Binder Accessories,0.39
3413,Accessory35,Carlos Meador,30276,549.84,35.99,1.1,Quebec,Telephones and Communication,0.55
3414,Hon 94000 Series Round Tables,Carlos Meador,30276,-715.78,296.18,54.12,Quebec,Tables,0.76
3415,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Ellis Ballard,30279,324.96,60.97,4.5,Quebec,Appliances,0.56
3416,Panasonic KX-P3626 Dot Matrix Printer,Ellis Ballard,30279,4914.24,517.48,16.63,Quebec,Office Machines,0.59
3417,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Peter McVee,32640,-35.56,6.81,5.48,Quebec,Binders and Binder Accessories,0.37
3418,Xerox 1881,Peter McVee,32640,3.91,12.28,6.47,Quebec,Paper,0.38
3419,"Dixon Prang� Watercolor Pencils, 10-Color Set with Brush",Corey Lock,32902,32.43,4.26,1.2,Quebec,Pens & Art Supplies,0.44
3420,US Robotics 56K V.92 External Faxmodem,Michael Paige,32965,227.67,99.99,19.99,Quebec,Computer Peripherals,0.52
3421,Fellowes Command Center 5-outlet power strip,Debra Catini,33025,-19.06,67.84,0.99,Quebec,Appliances,0.58
3422,5170,Harold Dahlen,33154,-218.81,65.99,4.2,Quebec,Telephones and Communication,0.59
3423,Newell 31,Katherine Murray,33253,-5.20,4.13,1.17,Quebec,Pens & Art Supplies,0.57
3424,"Global High-Back Leather Tilter, Burgundy",Troy Staebel,33699,-722.23,122.99,70.2,Quebec,Chairs & Chairmats,0.74
3425,Staples Battery-Operated Desktop Pencil Sharpener,Pierre Wener,33761,29.96,10.48,2.89,Quebec,Pens & Art Supplies,0.6
3426,Eldon Image Series Black Desk Accessories,Bradley Drucker,33797,-103.78,4.14,6.6,Quebec,Office Furnishings,0.49
3427,Xerox 188,Bradley Drucker,33797,30.53,11.34,5.01,Quebec,Paper,0.36
